entry,at,order
"""Mintz @ Ykew2VhBzQ"" calls 4.50",2024-12-19T22:29:10.259Z,173464735025900
"""mccc @ eBZQH9Tpfk"" folds",2024-12-19T22:29:06.222Z,173464734622200
"""GreenBean @ 2F5rdhB9Ir"" calls 4.50",2024-12-19T22:29:05.236Z,173464734523600
"""Dave @ n_YVqlrs-S"" folds",2024-12-19T22:29:03.861Z,173464734386100
"""rag @ nZAruE0_pn"" folds",2024-12-19T22:29:02.968Z,173464734296800
"""recahl @ 3JCqAOGicT"" raises to 4.50",2024-12-19T22:29:01.950Z,173464734195000
"""Dan @ W131woZIq-"" folds",2024-12-19T22:28:51.295Z,173464733129500
"""bonky @ lVaYW3fYIC"" folds",2024-12-19T22:28:50.359Z,173464733035900
"""Mintz @ Ykew2VhBzQ"" raises to 1.25",2024-12-19T22:28:48.548Z,173464732854800
"""dwizard @ -pCx5gOSLN"" folds",2024-12-19T22:28:46.159Z,173464732615900
"""mccc @ eBZQH9Tpfk"" posts a big blind of 0.50",2024-12-19T22:28:43.886Z,173464732388612
"""GreenBean @ 2F5rdhB9Ir"" posts a small blind of 0.25",2024-12-19T22:28:43.886Z,173464732388611
"Player stacks: #1 ""Dan @ W131woZIq-"" (25.62) | #2 ""recahl @ 3JCqAOGicT"" (59.87) | #3 ""rag @ nZAruE0_pn"" (60.71) | #4 ""Dave @ n_YVqlrs-S"" (49.25) | #5 ""GreenBean @ 2F5rdhB9Ir"" (39.40) | #6 ""mccc @ eBZQH9Tpfk"" (109.93) | #7 ""dwizard @ -pCx5gOSLN"" (74.25) | #8 ""Mintz @ Ykew2VhBzQ"" (117.63) | #10 ""bonky @ lVaYW3fYIC"" (142.61)",2024-12-19T22:28:43.886Z,173464732388601
"-- starting hand #108 (id: d6viq4dsrlco)  (No Limit Texas Hold'em) (dealer: ""Dave @ n_YVqlrs-S"") --",2024-12-19T22:28:43.886Z,173464732388600
"-- ending hand #107 --",2024-12-19T22:28:40.969Z,173464732096902
"""Mintz @ Ykew2VhBzQ"" collected 5.50 from pot",2024-12-19T22:28:40.969Z,173464732096901
"Uncalled bet of 4.12 returned to ""Mintz @ Ykew2VhBzQ""",2024-12-19T22:28:40.969Z,173464732096900
"""Dave @ n_YVqlrs-S"" folds",2024-12-19T22:28:40.141Z,173464732014100
"""Mintz @ Ykew2VhBzQ"" bets 4.12",2024-12-19T22:28:38.138Z,173464731813800
"""Dave @ n_YVqlrs-S"" checks",2024-12-19T22:28:34.169Z,173464731416900
"Turn: K♠, J♣, A♣ [Q♦]",2024-12-19T22:28:33.776Z,173464731377600
"""Dave @ n_YVqlrs-S"" calls 1.25",2024-12-19T22:28:32.948Z,173464731294800
"""Mintz @ Ykew2VhBzQ"" bets 1.25",2024-12-19T22:28:31.077Z,173464731107700
"""Dave @ n_YVqlrs-S"" checks",2024-12-19T22:28:27.633Z,173464730763300
"Flop:  [K♠, J♣, A♣]",2024-12-19T22:28:23.295Z,173464730329500
"""GreenBean @ 2F5rdhB9Ir"" folds",2024-12-19T22:28:22.467Z,173464730246700
"""Dave @ n_YVqlrs-S"" calls 1.25",2024-12-19T22:28:21.160Z,173464730116000
"""rag @ nZAruE0_pn"" folds",2024-12-19T22:28:17.242Z,173464729724200
"""recahl @ 3JCqAOGicT"" folds",2024-12-19T22:28:16.339Z,173464729633900
"""Dan @ W131woZIq-"" folds",2024-12-19T22:28:15.423Z,173464729542300
"""bonky @ lVaYW3fYIC"" folds",2024-12-19T22:28:02.060Z,173464728206000
"""Mintz @ Ykew2VhBzQ"" raises to 1.25",2024-12-19T22:28:01.102Z,173464728110200
"""dwizard @ -pCx5gOSLN"" folds",2024-12-19T22:27:56.839Z,173464727683900
"""mccc @ eBZQH9Tpfk"" folds",2024-12-19T22:27:55.846Z,173464727584600
"""GreenBean @ 2F5rdhB9Ir"" posts a big blind of 0.50",2024-12-19T22:27:54.000Z,173464727400012
"""Dave @ n_YVqlrs-S"" posts a small blind of 0.25",2024-12-19T22:27:54.000Z,173464727400011
"Player stacks: #1 ""Dan @ W131woZIq-"" (25.62) | #2 ""recahl @ 3JCqAOGicT"" (59.87) | #3 ""rag @ nZAruE0_pn"" (60.71) | #4 ""Dave @ n_YVqlrs-S"" (51.75) | #5 ""GreenBean @ 2F5rdhB9Ir"" (39.90) | #6 ""mccc @ eBZQH9Tpfk"" (109.93) | #7 ""dwizard @ -pCx5gOSLN"" (74.25) | #8 ""Mintz @ Ykew2VhBzQ"" (114.63) | #10 ""bonky @ lVaYW3fYIC"" (142.61)",2024-12-19T22:27:54.000Z,173464727400001
"-- starting hand #107 (id: 6bjzfdag2d8i)  (No Limit Texas Hold'em) (dealer: ""rag @ nZAruE0_pn"") --",2024-12-19T22:27:54.000Z,173464727400000
"-- ending hand #106 --",2024-12-19T22:27:47.997Z,173464726799705
"""rag @ nZAruE0_pn"" shows a 10♥, K♦.",2024-12-19T22:27:47.997Z,173464726799704
"""Mintz @ Ykew2VhBzQ"" collected 3.75 from pot with Three of a Kind, J's (combination: J♦, J♣, J♠, A♣, Q♥)",2024-12-19T22:27:47.997Z,173464726799703
"""Mintz @ Ykew2VhBzQ"" shows a A♣, 10♣.",2024-12-19T22:27:47.997Z,173464726799702
"""Dave @ n_YVqlrs-S"" collected 3.75 from pot with Three of a Kind, J's (combination: J♦, J♣, J♠, A♦, Q♥)",2024-12-19T22:27:47.997Z,173464726799701
"""Dave @ n_YVqlrs-S"" shows a A♦, 10♠.",2024-12-19T22:27:47.997Z,173464726799700
"""Dan @ W131woZIq-"" folds",2024-12-19T22:27:47.180Z,173464726718000
"""Mintz @ Ykew2VhBzQ"" calls 0.50",2024-12-19T22:27:34.320Z,173464725432000
"""Dave @ n_YVqlrs-S"" calls 0.50",2024-12-19T22:27:32.446Z,173464725244600
"""rag @ nZAruE0_pn"" bets 0.50",2024-12-19T22:27:25.499Z,173464724549900
"River: J♦, J♣, 7♥, Q♥ [J♠]",2024-12-19T22:27:22.872Z,173464724287200
"""Dan @ W131woZIq-"" checks",2024-12-19T22:27:21.996Z,173464724199600
"""Mintz @ Ykew2VhBzQ"" checks",2024-12-19T22:27:04.415Z,173464722441500
"""Dave @ n_YVqlrs-S"" checks",2024-12-19T22:27:00.143Z,173464722014300
"""rag @ nZAruE0_pn"" checks",2024-12-19T22:26:59.254Z,173464721925400
"Turn: J♦, J♣, 7♥ [Q♥]",2024-12-19T22:26:47.248Z,173464720724800
"""Dan @ W131woZIq-"" checks",2024-12-19T22:26:46.436Z,173464720643600
"""Mintz @ Ykew2VhBzQ"" checks",2024-12-19T22:26:33.258Z,173464719325800
"""Dave @ n_YVqlrs-S"" checks",2024-12-19T22:26:29.236Z,173464718923600
"""rag @ nZAruE0_pn"" checks",2024-12-19T22:26:28.305Z,173464718830500
"Flop:  [J♦, J♣, 7♥]",2024-12-19T22:26:26.398Z,173464718639800
"""Dave @ n_YVqlrs-S"" calls 1.50",2024-12-19T22:26:25.567Z,173464718556700
"""rag @ nZAruE0_pn"" calls 1.50",2024-12-19T22:26:24.303Z,173464718430300
"""recahl @ 3JCqAOGicT"" folds",2024-12-19T22:26:22.686Z,173464718268600
"""Dan @ W131woZIq-"" calls 1.50",2024-12-19T22:26:21.790Z,173464718179000
"""bonky @ lVaYW3fYIC"" folds",2024-12-19T22:26:19.373Z,173464717937300
"""Mintz @ Ykew2VhBzQ"" raises to 1.50",2024-12-19T22:26:18.159Z,173464717815900
"""dwizard @ -pCx5gOSLN"" folds",2024-12-19T22:26:15.451Z,173464717545100
"""mccc @ eBZQH9Tpfk"" folds",2024-12-19T22:26:10.978Z,173464717097800
"""GreenBean @ 2F5rdhB9Ir"" folds",2024-12-19T22:26:00.185Z,173464716018500
"""Dave @ n_YVqlrs-S"" posts a big blind of 0.50",2024-12-19T22:25:57.791Z,173464715779112
"""rag @ nZAruE0_pn"" posts a small blind of 0.25",2024-12-19T22:25:57.791Z,173464715779111
"Player stacks: #1 ""Dan @ W131woZIq-"" (27.12) | #2 ""recahl @ 3JCqAOGicT"" (59.87) | #3 ""rag @ nZAruE0_pn"" (62.71) | #4 ""Dave @ n_YVqlrs-S"" (50.00) | #5 ""GreenBean @ 2F5rdhB9Ir"" (39.90) | #6 ""mccc @ eBZQH9Tpfk"" (109.93) | #7 ""dwizard @ -pCx5gOSLN"" (74.25) | #8 ""Mintz @ Ykew2VhBzQ"" (112.88) | #10 ""bonky @ lVaYW3fYIC"" (142.61)",2024-12-19T22:25:57.791Z,173464715779101
"-- starting hand #106 (id: m2ye7ojpe2g3)  (No Limit Texas Hold'em) (dealer: ""recahl @ 3JCqAOGicT"") --",2024-12-19T22:25:57.791Z,173464715779100
"-- ending hand #105 --",2024-12-19T22:25:51.783Z,173464715178301
"""bonky @ lVaYW3fYIC"" collected 142.61 from pot with Three of a Kind, 4's (combination: 4♥, 4♣, 4♠, Q♥, J♥)",2024-12-19T22:25:51.783Z,173464715178300
"River: 4♠, 2♣, 9♥, Q♥ [J♥]",2024-12-19T22:25:47.746Z,173464714774600
"""bonky @ lVaYW3fYIC"" shows a 4♥, 4♣.",2024-12-19T22:25:43.739Z,173464714373901
"""rag @ nZAruE0_pn"" shows a K♥, K♦.",2024-12-19T22:25:43.739Z,173464714373900
"Some players choose to not run it twice.",2024-12-19T22:25:42.892Z,173464714289201
"""bonky @ lVaYW3fYIC"" chooses to not run it twice.",2024-12-19T22:25:42.892Z,173464714289200
"""rag @ nZAruE0_pn"" chooses to  run it twice.",2024-12-19T22:25:42.634Z,173464714263400
"Remaining players decide whether to run it twice.",2024-12-19T22:25:40.587Z,173464714058701
"""bonky @ lVaYW3fYIC"" calls 40.18 and go all in",2024-12-19T22:25:40.587Z,173464714058700
"""rag @ nZAruE0_pn"" bets 40.18",2024-12-19T22:25:39.634Z,173464713963400
"Turn: 4♠, 2♣, 9♥ [Q♥]",2024-12-19T22:25:37.134Z,173464713713400
"""bonky @ lVaYW3fYIC"" calls 15.00",2024-12-19T22:25:36.287Z,173464713628700
"""Mintz @ Ykew2VhBzQ"" folds",2024-12-19T22:25:34.766Z,173464713476600
"""GreenBean @ 2F5rdhB9Ir"" folds",2024-12-19T22:25:27.125Z,173464712712500
"""rag @ nZAruE0_pn"" bets 15.00",2024-12-19T22:25:24.848Z,173464712484800
"Flop:  [4♠, 2♣, 9♥]",2024-12-19T22:25:17.654Z,173464711765400
"""bonky @ lVaYW3fYIC"" calls 8.00",2024-12-19T22:25:16.821Z,173464711682100
"""Mintz @ Ykew2VhBzQ"" calls 8.00",2024-12-19T22:25:14.869Z,173464711486900
"""GreenBean @ 2F5rdhB9Ir"" calls 8.00",2024-12-19T22:25:04.987Z,173464710498700
"""rag @ nZAruE0_pn"" raises to 8.00",2024-12-19T22:25:03.190Z,173464710319000
"""recahl @ 3JCqAOGicT"" folds",2024-12-19T22:24:51.683Z,173464709168300
"""Dan @ W131woZIq-"" folds",2024-12-19T22:24:47.509Z,173464708750900
"""bonky @ lVaYW3fYIC"" calls 2.00",2024-12-19T22:24:42.632Z,173464708263200
"""Mintz @ Ykew2VhBzQ"" raises to 2.00",2024-12-19T22:24:40.936Z,173464708093600
"""dwizard @ -pCx5gOSLN"" folds",2024-12-19T22:24:38.328Z,173464707832800
"""mccc @ eBZQH9Tpfk"" folds",2024-12-19T22:24:25.447Z,173464706544700
"""GreenBean @ 2F5rdhB9Ir"" calls 0.50",2024-12-19T22:24:24.404Z,173464706440400
"""Dave @ n_YVqlrs-S"" folds",2024-12-19T22:24:21.832Z,173464706183200
"""rag @ nZAruE0_pn"" posts a big blind of 0.50",2024-12-19T22:24:17.192Z,173464705719213
"""recahl @ 3JCqAOGicT"" posts a small blind of 0.25",2024-12-19T22:24:17.192Z,173464705719212
"Player stacks: #1 ""Dan @ W131woZIq-"" (27.12) | #2 ""recahl @ 3JCqAOGicT"" (60.12) | #3 ""rag @ nZAruE0_pn"" (125.89) | #4 ""Dave @ n_YVqlrs-S"" (50.00) | #5 ""GreenBean @ 2F5rdhB9Ir"" (47.90) | #6 ""mccc @ eBZQH9Tpfk"" (109.93) | #7 ""dwizard @ -pCx5gOSLN"" (74.25) | #8 ""Mintz @ Ykew2VhBzQ"" (120.88) | #10 ""bonky @ lVaYW3fYIC"" (63.18)",2024-12-19T22:24:17.192Z,173464705719202
"-- starting hand #105 (id: gptjo9tptemv)  (No Limit Texas Hold'em) (dealer: ""Dan @ W131woZIq-"") --",2024-12-19T22:24:17.192Z,173464705719201
"The player ""Dave @ n_YVqlrs-S"" joined the game with a stack of 50.00.",2024-12-19T22:24:17.192Z,173464705719200
"-- ending hand #104 --",2024-12-19T22:24:14.271Z,173464705427102
"""mccc @ eBZQH9Tpfk"" collected 1.25 from pot",2024-12-19T22:24:14.271Z,173464705427101
"Uncalled bet of 0.93 returned to ""mccc @ eBZQH9Tpfk""",2024-12-19T22:24:14.271Z,173464705427100
"""recahl @ 3JCqAOGicT"" folds",2024-12-19T22:24:13.436Z,173464705343600
"""Dan @ W131woZIq-"" folds",2024-12-19T22:24:12.495Z,173464705249500
"The admin approved the player ""Dave @ n_YVqlrs-S"" participation with a stack of 50.00.",2024-12-19T22:23:58.115Z,173464703811500
"""bonky @ lVaYW3fYIC"" folds",2024-12-19T22:23:54.178Z,173464703417800
"""Mintz @ Ykew2VhBzQ"" folds",2024-12-19T22:23:53.149Z,173464703314900
"""dwizard @ -pCx5gOSLN"" folds",2024-12-19T22:23:52.223Z,173464703222300
"The player ""bogi @ kTaR3Hm7iG"" requested a seat.",2024-12-19T22:23:47.286Z,173464702728600
"""mccc @ eBZQH9Tpfk"" raises to 1.43",2024-12-19T22:23:39.395Z,173464701939500
"""GreenBean @ 2F5rdhB9Ir"" folds",2024-12-19T22:23:34.520Z,173464701452000
"The player ""Dave @ n_YVqlrs-S"" requested a seat.",2024-12-19T22:23:33.837Z,173464701383700
"""rag @ nZAruE0_pn"" folds",2024-12-19T22:23:33.308Z,173464701330800
"""recahl @ 3JCqAOGicT"" posts a big blind of 0.50",2024-12-19T22:23:21.296Z,173464700129612
"""Dan @ W131woZIq-"" posts a small blind of 0.25",2024-12-19T22:23:21.296Z,173464700129611
"Player stacks: #1 ""Dan @ W131woZIq-"" (27.37) | #2 ""recahl @ 3JCqAOGicT"" (60.62) | #3 ""rag @ nZAruE0_pn"" (125.89) | #5 ""GreenBean @ 2F5rdhB9Ir"" (47.90) | #6 ""mccc @ eBZQH9Tpfk"" (109.18) | #7 ""dwizard @ -pCx5gOSLN"" (74.25) | #8 ""Mintz @ Ykew2VhBzQ"" (120.88) | #10 ""bonky @ lVaYW3fYIC"" (63.18)",2024-12-19T22:23:21.296Z,173464700129602
"-- starting hand #104 (id: cafbbz3il3di)  (No Limit Texas Hold'em) (dealer: ""bonky @ lVaYW3fYIC"") --",2024-12-19T22:23:21.296Z,173464700129601
"The player ""cat @ V6Jp-3WCAQ"" quits the game with a stack of 45.50.",2024-12-19T22:23:21.296Z,173464700129600
"-- ending hand #103 --",2024-12-19T22:23:18.337Z,173464699833702
"""bonky @ lVaYW3fYIC"" collected 1.00 from pot",2024-12-19T22:23:18.337Z,173464699833701
"Uncalled bet of 1.00 returned to ""bonky @ lVaYW3fYIC""",2024-12-19T22:23:18.337Z,173464699833700
"""Dan @ W131woZIq-"" folds",2024-12-19T22:23:17.496Z,173464699749600
"""bonky @ lVaYW3fYIC"" raises to 1.50",2024-12-19T22:23:16.551Z,173464699655100
"""Mintz @ Ykew2VhBzQ"" folds",2024-12-19T22:23:14.270Z,173464699427000
"""dwizard @ -pCx5gOSLN"" folds",2024-12-19T22:23:13.366Z,173464699336600
"""mccc @ eBZQH9Tpfk"" folds",2024-12-19T22:23:00.460Z,173464698046000
"""GreenBean @ 2F5rdhB9Ir"" folds",2024-12-19T22:22:59.510Z,173464697951000
"""rag @ nZAruE0_pn"" folds",2024-12-19T22:22:58.328Z,173464697832800
"""recahl @ 3JCqAOGicT"" folds",2024-12-19T22:22:57.399Z,173464697739900
"""Dan @ W131woZIq-"" posts a big blind of 0.50",2024-12-19T22:22:55.050Z,173464697505011
"""bonky @ lVaYW3fYIC"" posts a small blind of 0.25",2024-12-19T22:22:55.050Z,173464697505010
"Player stacks: #1 ""Dan @ W131woZIq-"" (27.87) | #2 ""recahl @ 3JCqAOGicT"" (60.62) | #3 ""rag @ nZAruE0_pn"" (125.89) | #5 ""GreenBean @ 2F5rdhB9Ir"" (47.90) | #6 ""mccc @ eBZQH9Tpfk"" (109.18) | #7 ""dwizard @ -pCx5gOSLN"" (74.25) | #8 ""Mintz @ Ykew2VhBzQ"" (120.88) | #10 ""bonky @ lVaYW3fYIC"" (62.68)",2024-12-19T22:22:55.050Z,173464697505001
"-- starting hand #103 (id: blqrni5oqedn)  (No Limit Texas Hold'em) (dealer: ""Mintz @ Ykew2VhBzQ"") --",2024-12-19T22:22:55.050Z,173464697505000
"-- ending hand #102 --",2024-12-19T22:22:52.144Z,173464697214402
"""bonky @ lVaYW3fYIC"" collected 9.25 from pot",2024-12-19T22:22:52.144Z,173464697214401
"Uncalled bet of 8.00 returned to ""bonky @ lVaYW3fYIC""",2024-12-19T22:22:52.144Z,173464697214400
"""recahl @ 3JCqAOGicT"" folds",2024-12-19T22:22:51.248Z,173464697124800
"""Dan @ W131woZIq-"" folds",2024-12-19T22:22:50.316Z,173464697031600
"""bonky @ lVaYW3fYIC"" raises to 12.00",2024-12-19T22:22:43.295Z,173464696329500
"""Mintz @ Ykew2VhBzQ"" folds",2024-12-19T22:22:39.840Z,173464695984000
"""dwizard @ -pCx5gOSLN"" folds",2024-12-19T22:22:34.405Z,173464695440500
"""mccc @ eBZQH9Tpfk"" folds",2024-12-19T22:22:21.535Z,173464694153500
"""GreenBean @ 2F5rdhB9Ir"" folds",2024-12-19T22:22:20.565Z,173464694056500
"""rag @ nZAruE0_pn"" folds",2024-12-19T22:22:19.301Z,173464693930100
"""recahl @ 3JCqAOGicT"" raises to 4.00",2024-12-19T22:22:18.196Z,173464693819600
"""Dan @ W131woZIq-"" raises to 1.00",2024-12-19T22:22:14.663Z,173464693466300
"""bonky @ lVaYW3fYIC"" posts a big blind of 0.50",2024-12-19T22:22:13.075Z,173464693307511
"""Mintz @ Ykew2VhBzQ"" posts a small blind of 0.25",2024-12-19T22:22:13.075Z,173464693307510
"Player stacks: #1 ""Dan @ W131woZIq-"" (28.87) | #2 ""recahl @ 3JCqAOGicT"" (64.62) | #3 ""rag @ nZAruE0_pn"" (125.89) | #5 ""GreenBean @ 2F5rdhB9Ir"" (47.90) | #6 ""mccc @ eBZQH9Tpfk"" (109.18) | #7 ""dwizard @ -pCx5gOSLN"" (74.25) | #8 ""Mintz @ Ykew2VhBzQ"" (121.13) | #10 ""bonky @ lVaYW3fYIC"" (57.43)",2024-12-19T22:22:13.075Z,173464693307501
"-- starting hand #102 (id: tbbemdiodcb4)  (No Limit Texas Hold'em) (dealer: ""dwizard @ -pCx5gOSLN"") --",2024-12-19T22:22:13.075Z,173464693307500
"-- ending hand #101 --",2024-12-19T22:22:07.070Z,173464692707002
"""rag @ nZAruE0_pn"" collected 46.25 from pot with Straight, A High (combination: A♦, K♥, Q♠, J♥, 10♥)",2024-12-19T22:22:07.070Z,173464692707001
"""rag @ nZAruE0_pn"" shows a J♥, 10♥.",2024-12-19T22:22:07.070Z,173464692707000
"""Mintz @ Ykew2VhBzQ"" calls 15.00",2024-12-19T22:22:06.190Z,173464692619000
"""rag @ nZAruE0_pn"" bets 15.00",2024-12-19T22:21:39.985Z,173464689998500
"""Mintz @ Ykew2VhBzQ"" checks",2024-12-19T22:21:35.537Z,173464689553700
"River: K♥, 9♣, Q♠, 9♥ [A♦]",2024-12-19T22:21:34.093Z,173464689409300
"""Mintz @ Ykew2VhBzQ"" calls 5.00",2024-12-19T22:21:33.274Z,173464689327400
"""rag @ nZAruE0_pn"" bets 5.00",2024-12-19T22:21:28.349Z,173464688834900
"""Mintz @ Ykew2VhBzQ"" checks",2024-12-19T22:21:24.272Z,173464688427200
"Turn: K♥, 9♣, Q♠ [9♥]",2024-12-19T22:21:22.282Z,173464688228200
"""Mintz @ Ykew2VhBzQ"" calls 1.50",2024-12-19T22:21:21.427Z,173464688142700
"""rag @ nZAruE0_pn"" bets 1.50",2024-12-19T22:21:18.201Z,173464687820100
"""Mintz @ Ykew2VhBzQ"" checks",2024-12-19T22:21:10.624Z,173464687062400
"Flop:  [K♥, 9♣, Q♠]",2024-12-19T22:21:08.260Z,173464686826000
"""Mintz @ Ykew2VhBzQ"" calls 1.50",2024-12-19T22:21:07.417Z,173464686741700
"""dwizard @ -pCx5gOSLN"" folds",2024-12-19T22:21:01.834Z,173464686183400
"""mccc @ eBZQH9Tpfk"" folds",2024-12-19T22:20:48.971Z,173464684897100
"""GreenBean @ 2F5rdhB9Ir"" folds",2024-12-19T22:20:48.085Z,173464684808500
"""rag @ nZAruE0_pn"" raises to 1.50",2024-12-19T22:20:47.130Z,173464684713000
"""recahl @ 3JCqAOGicT"" folds",2024-12-19T22:20:44.302Z,173464684430200
"""Dan @ W131woZIq-"" folds",2024-12-19T22:20:43.332Z,173464684333200
"""bonky @ lVaYW3fYIC"" folds",2024-12-19T22:20:41.197Z,173464684119700
"""Mintz @ Ykew2VhBzQ"" posts a big blind of 0.50",2024-12-19T22:20:39.918Z,173464683991811
"""dwizard @ -pCx5gOSLN"" posts a small blind of 0.25",2024-12-19T22:20:39.918Z,173464683991810
"Player stacks: #1 ""Dan @ W131woZIq-"" (28.87) | #2 ""recahl @ 3JCqAOGicT"" (64.62) | #3 ""rag @ nZAruE0_pn"" (102.64) | #5 ""GreenBean @ 2F5rdhB9Ir"" (47.90) | #6 ""mccc @ eBZQH9Tpfk"" (109.18) | #7 ""dwizard @ -pCx5gOSLN"" (74.50) | #8 ""Mintz @ Ykew2VhBzQ"" (144.13) | #10 ""bonky @ lVaYW3fYIC"" (57.43)",2024-12-19T22:20:39.918Z,173464683991801
"-- starting hand #101 (id: iuzhpk8lz4fl)  (No Limit Texas Hold'em) (dealer: ""mccc @ eBZQH9Tpfk"") --",2024-12-19T22:20:39.918Z,173464683991800
"-- ending hand #100 --",2024-12-19T22:20:36.975Z,173464683697502
"""Mintz @ Ykew2VhBzQ"" collected 48.00 from pot",2024-12-19T22:20:36.975Z,173464683697501
"Uncalled bet of 20.00 returned to ""Mintz @ Ykew2VhBzQ""",2024-12-19T22:20:36.975Z,173464683697500
"""GreenBean @ 2F5rdhB9Ir"" folds",2024-12-19T22:20:36.142Z,173464683614200
"""Mintz @ Ykew2VhBzQ"" bets 20.00",2024-12-19T22:20:34.328Z,173464683432800
"River: 8♠, A♣, 4♦, K♥ [5♠]",2024-12-19T22:20:10.733Z,173464681073300
"""GreenBean @ 2F5rdhB9Ir"" checks",2024-12-19T22:20:09.925Z,173464680992500
"""Mintz @ Ykew2VhBzQ"" checks",2024-12-19T22:20:08.730Z,173464680873000
"Turn: 8♠, A♣, 4♦ [K♥]",2024-12-19T22:20:07.336Z,173464680733600
"""Mintz @ Ykew2VhBzQ"" calls 12.00",2024-12-19T22:20:06.503Z,173464680650300
"""GreenBean @ 2F5rdhB9Ir"" bets 12.00",2024-12-19T22:20:00.773Z,173464680077300
"""Mintz @ Ykew2VhBzQ"" checks",2024-12-19T22:19:54.793Z,173464679479300
"Flop:  [8♠, A♣, 4♦]",2024-12-19T22:19:50.821Z,173464679082100
"""GreenBean @ 2F5rdhB9Ir"" calls 11.00",2024-12-19T22:19:50.002Z,173464679000200
"""recahl @ 3JCqAOGicT"" folds",2024-12-19T22:19:48.080Z,173464678808000
"""Mintz @ Ykew2VhBzQ"" raises to 11.00",2024-12-19T22:19:47.171Z,173464678717100
"""dwizard @ -pCx5gOSLN"" folds",2024-12-19T22:19:40.384Z,173464678038400
"""mccc @ eBZQH9Tpfk"" folds",2024-12-19T22:19:27.550Z,173464676755000
"""GreenBean @ 2F5rdhB9Ir"" raises to 4.62",2024-12-19T22:19:26.648Z,173464676664800
"""rag @ nZAruE0_pn"" folds",2024-12-19T22:19:22.509Z,173464676250900
"""recahl @ 3JCqAOGicT"" calls 1.25",2024-12-19T22:19:21.585Z,173464676158500
"""Dan @ W131woZIq-"" folds",2024-12-19T22:19:17.990Z,173464675799000
"""bonky @ lVaYW3fYIC"" folds",2024-12-19T22:18:30.130Z,173464671013000
"""Mintz @ Ykew2VhBzQ"" raises to 1.25",2024-12-19T22:18:27.578Z,173464670757800
"""dwizard @ -pCx5gOSLN"" posts a big blind of 0.50",2024-12-19T22:18:24.338Z,173464670433811
"""mccc @ eBZQH9Tpfk"" posts a small blind of 0.25",2024-12-19T22:18:24.338Z,173464670433810
"Player stacks: #1 ""Dan @ W131woZIq-"" (28.87) | #2 ""recahl @ 3JCqAOGicT"" (65.87) | #3 ""rag @ nZAruE0_pn"" (102.64) | #5 ""GreenBean @ 2F5rdhB9Ir"" (70.90) | #6 ""mccc @ eBZQH9Tpfk"" (109.43) | #7 ""dwizard @ -pCx5gOSLN"" (75.00) | #8 ""Mintz @ Ykew2VhBzQ"" (119.13) | #10 ""bonky @ lVaYW3fYIC"" (57.43)",2024-12-19T22:18:24.338Z,173464670433801
"-- starting hand #100 (id: n9ftemvzbaqo)  (No Limit Texas Hold'em) (dealer: ""GreenBean @ 2F5rdhB9Ir"") --",2024-12-19T22:18:24.338Z,173464670433800
"-- ending hand #99 --",2024-12-19T22:18:21.391Z,173464670139102
"""Mintz @ Ykew2VhBzQ"" collected 2.75 from pot",2024-12-19T22:18:21.391Z,173464670139101
"Uncalled bet of 1.00 returned to ""Mintz @ Ykew2VhBzQ""",2024-12-19T22:18:21.391Z,173464670139100
"""mccc @ eBZQH9Tpfk"" folds",2024-12-19T22:18:20.582Z,173464670058200
"""Mintz @ Ykew2VhBzQ"" bets 1.00",2024-12-19T22:18:15.287Z,173464669528700
"""mccc @ eBZQH9Tpfk"" checks",2024-12-19T22:18:06.253Z,173464668625300
"Flop:  [9♠, Q♠, 8♠]",2024-12-19T22:18:05.974Z,173464668597400
"""mccc @ eBZQH9Tpfk"" calls 1.25",2024-12-19T22:18:05.168Z,173464668516800
"""GreenBean @ 2F5rdhB9Ir"" folds",2024-12-19T22:18:01.573Z,173464668157300
"""rag @ nZAruE0_pn"" folds",2024-12-19T22:18:00.233Z,173464668023300
"""recahl @ 3JCqAOGicT"" folds",2024-12-19T22:17:47.370Z,173464666737000
"""Dan @ W131woZIq-"" folds",2024-12-19T22:17:46.465Z,173464666646500
"""bonky @ lVaYW3fYIC"" folds",2024-12-19T22:17:45.429Z,173464666542900
"""Mintz @ Ykew2VhBzQ"" raises to 1.25",2024-12-19T22:17:44.473Z,173464666447300
"""dwizard @ -pCx5gOSLN"" folds",2024-12-19T22:17:41.043Z,173464666104300
"""mccc @ eBZQH9Tpfk"" posts a big blind of 0.50",2024-12-19T22:17:29.020Z,173464664902012
"""GreenBean @ 2F5rdhB9Ir"" posts a small blind of 0.25",2024-12-19T22:17:29.020Z,173464664902011
"Player stacks: #1 ""Dan @ W131woZIq-"" (28.87) | #2 ""recahl @ 3JCqAOGicT"" (65.87) | #3 ""rag @ nZAruE0_pn"" (102.64) | #5 ""GreenBean @ 2F5rdhB9Ir"" (71.15) | #6 ""mccc @ eBZQH9Tpfk"" (110.68) | #7 ""dwizard @ -pCx5gOSLN"" (75.00) | #8 ""Mintz @ Ykew2VhBzQ"" (117.63) | #10 ""bonky @ lVaYW3fYIC"" (57.43)",2024-12-19T22:17:29.020Z,173464664902002
"-- starting hand #99 (id: 8mywr88ercop)  (No Limit Texas Hold'em) (dealer: ""rag @ nZAruE0_pn"") --",2024-12-19T22:17:29.020Z,173464664902001
"The player ""Tree @ P0hBSGPK2R"" stand up with the stack of 72.48.",2024-12-19T22:17:29.020Z,173464664902000
