entry,at,order
"""jlim @ _4ETjrH0Ke"" calls 1.25",2024-11-09T19:06:37.420Z,173117919742000
"""Bowsers @ FoQSktNbW5"" folds",2024-11-09T19:06:34.892Z,173117919489200
"""mcc @ moMEqwgWXu"" folds",2024-11-09T19:06:33.935Z,173117919393500
"""bonky @ lVaYW3fYIC"" folds",2024-11-09T19:06:32.695Z,173117919269500
"""Deamon @ p5lp-8y_RR"" folds",2024-11-09T19:06:31.735Z,173117919173500
"""dEdwards @ 8-rydf_6lZ"" raises to 1.25",2024-11-09T19:06:30.817Z,173117919081700
"""empire @ aBq5jK_dtq"" folds",2024-11-09T19:06:28.487Z,173117918848700
"""tty @ 905zne7FBQ"" posts a big blind of 0.50",2024-11-09T19:06:23.904Z,173117918390411
"""jlim @ _4ETjrH0Ke"" posts a small blind of 0.25",2024-11-09T19:06:23.904Z,173117918390410
"Player stacks: #2 ""dEdwards @ 8-rydf_6lZ"" (252.29) | #4 ""Deamon @ p5lp-8y_RR"" (47.75) | #5 ""bonky @ lVaYW3fYIC"" (41.75) | #6 ""mcc @ moMEqwgWXu"" (347.15) | #7 ""Bowsers @ FoQSktNbW5"" (91.65) | #8 ""jlim @ _4ETjrH0Ke"" (61.64) | #9 ""tty @ 905zne7FBQ"" (90.52) | #10 ""empire @ aBq5jK_dtq"" (92.25)",2024-11-09T19:06:23.904Z,173117918390401
"-- starting hand #66 (id: nfcow5tpyrbi)  (No Limit Texas Hold'em) (dealer: ""Bowsers @ FoQSktNbW5"") --",2024-11-09T19:06:23.904Z,173117918390400
"-- ending hand #65 --",2024-11-09T19:06:20.986Z,173117918098602
"""tty @ 905zne7FBQ"" collected 21.00 from pot",2024-11-09T19:06:20.986Z,173117918098601
"Uncalled bet of 21.00 returned to ""tty @ 905zne7FBQ""",2024-11-09T19:06:20.986Z,173117918098600
"""empire @ aBq5jK_dtq"" folds",2024-11-09T19:06:20.114Z,173117918011400
"""tty @ 905zne7FBQ"" bets 21.00",2024-11-09T19:06:05.926Z,173117916592600
"River: 6♦, 4♦, 2♦, 7♦ [A♥]",2024-11-09T19:05:53.518Z,173117915351800
"""empire @ aBq5jK_dtq"" checks",2024-11-09T19:05:52.605Z,173117915260500
"""tty @ 905zne7FBQ"" checks",2024-11-09T19:05:48.138Z,173117914813800
"Turn: 6♦, 4♦, 2♦ [7♦]",2024-11-09T19:05:46.359Z,173117914635900
"""tty @ 905zne7FBQ"" calls 6.00",2024-11-09T19:05:45.540Z,173117914554000
"""jlim @ _4ETjrH0Ke"" folds",2024-11-09T19:05:42.734Z,173117914273400
"""bonky @ lVaYW3fYIC"" folds",2024-11-09T19:05:39.385Z,173117913938500
"""dEdwards @ 8-rydf_6lZ"" folds",2024-11-09T19:05:36.077Z,173117913607700
"""empire @ aBq5jK_dtq"" bets 6.00",2024-11-09T19:05:34.401Z,173117913440100
"""tty @ 905zne7FBQ"" checks",2024-11-09T19:05:27.577Z,173117912757700
"""jlim @ _4ETjrH0Ke"" checks",2024-11-09T19:05:25.937Z,173117912593700
"Flop:  [6♦, 4♦, 2♦]",2024-11-09T19:05:24.169Z,173117912416900
"""jlim @ _4ETjrH0Ke"" calls 1.75",2024-11-09T19:05:23.366Z,173117912336600
"""Bowsers @ FoQSktNbW5"" folds",2024-11-09T19:05:22.039Z,173117912203900
"""mcc @ moMEqwgWXu"" folds",2024-11-09T19:05:21.157Z,173117912115700
"""bonky @ lVaYW3fYIC"" calls 1.75",2024-11-09T19:05:18.399Z,173117911839900
"""Deamon @ p5lp-8y_RR"" folds",2024-11-09T19:05:03.827Z,173117910382700
"""dEdwards @ 8-rydf_6lZ"" calls 1.75",2024-11-09T19:05:02.916Z,173117910291600
"""empire @ aBq5jK_dtq"" calls 1.75",2024-11-09T19:05:01.157Z,173117910115700
"""tty @ 905zne7FBQ"" raises to 1.75",2024-11-09T19:04:57.352Z,173117909735200
"""jlim @ _4ETjrH0Ke"" posts a big blind of 0.50",2024-11-09T19:04:53.596Z,173117909359611
"""Bowsers @ FoQSktNbW5"" posts a small blind of 0.25",2024-11-09T19:04:53.596Z,173117909359610
"Player stacks: #2 ""dEdwards @ 8-rydf_6lZ"" (254.04) | #4 ""Deamon @ p5lp-8y_RR"" (47.75) | #5 ""bonky @ lVaYW3fYIC"" (43.50) | #6 ""mcc @ moMEqwgWXu"" (347.15) | #7 ""Bowsers @ FoQSktNbW5"" (91.90) | #8 ""jlim @ _4ETjrH0Ke"" (63.39) | #9 ""tty @ 905zne7FBQ"" (77.27) | #10 ""empire @ aBq5jK_dtq"" (100.00)",2024-11-09T19:04:53.596Z,173117909359601
"-- starting hand #65 (id: leq8tpanqp9n)  (No Limit Texas Hold'em) (dealer: ""mcc @ moMEqwgWXu"") --",2024-11-09T19:04:53.596Z,173117909359600
"-- ending hand #64 --",2024-11-09T19:04:50.634Z,173117909063402
"""Bowsers @ FoQSktNbW5"" collected 1.50 from pot",2024-11-09T19:04:50.634Z,173117909063401
"Uncalled bet of 1.00 returned to ""Bowsers @ FoQSktNbW5""",2024-11-09T19:04:50.634Z,173117909063400
"""mcc @ moMEqwgWXu"" folds",2024-11-09T19:04:49.828Z,173117908982800
"""jlim @ _4ETjrH0Ke"" folds",2024-11-09T19:04:47.699Z,173117908769900
"""Bowsers @ FoQSktNbW5"" bets 1.00",2024-11-09T19:04:46.734Z,173117908673400
"""mcc @ moMEqwgWXu"" checks",2024-11-09T19:04:43.598Z,173117908359800
"Turn: 4♦, K♣, K♦ [7♠]",2024-11-09T19:04:41.171Z,173117908117100
"""jlim @ _4ETjrH0Ke"" checks",2024-11-09T19:04:40.317Z,173117908031700
"""Bowsers @ FoQSktNbW5"" checks",2024-11-09T19:04:38.376Z,173117907837600
"""mcc @ moMEqwgWXu"" checks",2024-11-09T19:04:37.053Z,173117907705300
"Flop:  [4♦, K♣, K♦]",2024-11-09T19:04:36.677Z,173117907667700
"""Bowsers @ FoQSktNbW5"" checks",2024-11-09T19:04:35.857Z,173117907585700
"""mcc @ moMEqwgWXu"" calls 0.50",2024-11-09T19:04:33.686Z,173117907368600
"""bonky @ lVaYW3fYIC"" folds",2024-11-09T19:04:30.549Z,173117907054900
"""Deamon @ p5lp-8y_RR"" folds",2024-11-09T19:04:25.717Z,173117906571700
"""dEdwards @ 8-rydf_6lZ"" folds",2024-11-09T19:04:24.826Z,173117906482600
"""empire @ aBq5jK_dtq"" folds",2024-11-09T19:04:23.899Z,173117906389900
"""tty @ 905zne7FBQ"" folds",2024-11-09T19:04:20.590Z,173117906059000
"""jlim @ _4ETjrH0Ke"" calls 0.50",2024-11-09T19:04:19.577Z,173117905957700
"""Bowsers @ FoQSktNbW5"" posts a big blind of 0.50",2024-11-09T19:04:18.155Z,173117905815512
"""mcc @ moMEqwgWXu"" posts a small blind of 0.25",2024-11-09T19:04:18.155Z,173117905815511
"Player stacks: #2 ""dEdwards @ 8-rydf_6lZ"" (254.04) | #4 ""Deamon @ p5lp-8y_RR"" (47.75) | #5 ""bonky @ lVaYW3fYIC"" (43.50) | #6 ""mcc @ moMEqwgWXu"" (347.65) | #7 ""Bowsers @ FoQSktNbW5"" (90.90) | #8 ""jlim @ _4ETjrH0Ke"" (63.89) | #9 ""tty @ 905zne7FBQ"" (77.27) | #10 ""empire @ aBq5jK_dtq"" (100.00)",2024-11-09T19:04:18.155Z,173117905815502
"-- starting hand #64 (id: kk0dnia4sk84)  (No Limit Texas Hold'em) (dealer: ""bonky @ lVaYW3fYIC"") --",2024-11-09T19:04:18.155Z,173117905815501
"The player ""empire @ aBq5jK_dtq"" joined the game with a stack of 100.00.",2024-11-09T19:04:18.155Z,173117905815500
"""dEdwards @ 8-rydf_6lZ"" shows a 9♥.",2024-11-09T19:04:16.958Z,173117905695800
"""dEdwards @ 8-rydf_6lZ"" shows a 9♠.",2024-11-09T19:04:16.183Z,173117905618300
"-- ending hand #63 --",2024-11-09T19:04:14.535Z,173117905453502
"""dEdwards @ 8-rydf_6lZ"" collected 21.25 from pot",2024-11-09T19:04:14.535Z,173117905453501
"Uncalled bet of 21.25 returned to ""dEdwards @ 8-rydf_6lZ""",2024-11-09T19:04:14.535Z,173117905453500
"""Deamon @ p5lp-8y_RR"" folds",2024-11-09T19:04:13.721Z,173117905372100
"""dEdwards @ 8-rydf_6lZ"" bets 21.25",2024-11-09T19:03:58.086Z,173117903808600
"The admin approved the player ""empire @ aBq5jK_dtq"" participation with a stack of 100.00.",2024-11-09T19:03:57.016Z,173117903701600
"The player ""empire @ aBq5jK_dtq"" requested a seat.",2024-11-09T19:03:46.369Z,173117902636900
"River: 5♣, Q♠, 8♦, A♣ [3♠]",2024-11-09T19:03:45.569Z,173117902556900
"""jlim @ _4ETjrH0Ke"" folds",2024-11-09T19:03:44.691Z,173117902469100
"""Deamon @ p5lp-8y_RR"" calls 4.25",2024-11-09T19:03:42.393Z,173117902239300
"""dEdwards @ 8-rydf_6lZ"" bets 4.25",2024-11-09T19:03:40.712Z,173117902071200
"""jlim @ _4ETjrH0Ke"" checks",2024-11-09T19:03:35.134Z,173117901513400
"Turn: 5♣, Q♠, 8♦ [A♣]",2024-11-09T19:03:33.159Z,173117901315900
"""dEdwards @ 8-rydf_6lZ"" calls 2.50",2024-11-09T19:03:32.313Z,173117901231300
"""jlim @ _4ETjrH0Ke"" calls 2.50",2024-11-09T19:03:27.417Z,173117900741700
"""Deamon @ p5lp-8y_RR"" bets 2.50",2024-11-09T19:03:24.152Z,173117900415200
"""dEdwards @ 8-rydf_6lZ"" checks",2024-11-09T19:03:14.117Z,173117899411700
"""jlim @ _4ETjrH0Ke"" checks",2024-11-09T19:03:12.217Z,173117899221700
"Flop:  [5♣, Q♠, 8♦]",2024-11-09T19:03:10.139Z,173117899013900
"""jlim @ _4ETjrH0Ke"" calls 1.50",2024-11-09T19:03:09.318Z,173117898931800
"""mcc @ moMEqwgWXu"" folds",2024-11-09T19:03:07.122Z,173117898712200
"""bonky @ lVaYW3fYIC"" folds",2024-11-09T19:03:02.803Z,173117898280300
"""Deamon @ p5lp-8y_RR"" calls 1.50",2024-11-09T19:03:01.845Z,173117898184500
"""dEdwards @ 8-rydf_6lZ"" raises to 1.50",2024-11-09T19:02:58.013Z,173117897801300
"""tty @ 905zne7FBQ"" folds",2024-11-09T19:02:54.982Z,173117897498200
"""jlim @ _4ETjrH0Ke"" calls 0.50",2024-11-09T19:02:54.061Z,173117897406100
"""Bowsers @ FoQSktNbW5"" folds",2024-11-09T19:02:51.496Z,173117897149600
"""mcc @ moMEqwgWXu"" posts a big blind of 0.50",2024-11-09T19:02:49.937Z,173117896993711
"""bonky @ lVaYW3fYIC"" posts a small blind of 0.25",2024-11-09T19:02:49.937Z,173117896993710
"Player stacks: #2 ""dEdwards @ 8-rydf_6lZ"" (241.04) | #4 ""Deamon @ p5lp-8y_RR"" (56.00) | #5 ""bonky @ lVaYW3fYIC"" (43.75) | #6 ""mcc @ moMEqwgWXu"" (348.15) | #7 ""Bowsers @ FoQSktNbW5"" (90.90) | #8 ""jlim @ _4ETjrH0Ke"" (67.89) | #9 ""tty @ 905zne7FBQ"" (77.27)",2024-11-09T19:02:49.937Z,173117896993702
"-- starting hand #63 (id: g8try6axbrwb)  (No Limit Texas Hold'em) (dealer: ""Deamon @ p5lp-8y_RR"") --",2024-11-09T19:02:49.937Z,173117896993701
"The player ""empire @ aBq5jK_dtq"" quits the game with a stack of 0.00.",2024-11-09T19:02:49.937Z,173117896993700
"-- ending hand #62 --",2024-11-09T19:02:46.932Z,173117896693203
"""empire @ aBq5jK_dtq"" shows a Q♠, A♠.",2024-11-09T19:02:46.932Z,173117896693202
"""mcc @ moMEqwgWXu"" collected 101.75 from pot with Two Pair, J's & 7's (combination: J♥, J♦, 7♠, 7♦, 10♥)",2024-11-09T19:02:46.932Z,173117896693201
"""mcc @ moMEqwgWXu"" shows a 10♥, J♥.",2024-11-09T19:02:46.932Z,173117896693200
"""mcc @ moMEqwgWXu"" calls 34.25",2024-11-09T19:02:46.119Z,173117896611900
"""empire @ aBq5jK_dtq"" bets 34.25 and go all in",2024-11-09T19:02:22.736Z,173117894273600
"""mcc @ moMEqwgWXu"" checks",2024-11-09T19:02:16.269Z,173117893626900
"River: 7♠, 9♥, 4♠, J♦ [7♦]",2024-11-09T19:02:15.066Z,173117893506600
"""mcc @ moMEqwgWXu"" calls 7.50",2024-11-09T19:02:14.234Z,173117893423400
"""empire @ aBq5jK_dtq"" bets 7.50",2024-11-09T19:02:04.214Z,173117892421400
"""mcc @ moMEqwgWXu"" checks",2024-11-09T19:01:53.848Z,173117891384800
"Turn: 7♠, 9♥, 4♠ [J♦]",2024-11-09T19:01:52.693Z,173117891269300
"""Bowsers @ FoQSktNbW5"" folds",2024-11-09T19:01:51.837Z,173117891183700
"""mcc @ moMEqwgWXu"" calls 5.00",2024-11-09T19:01:50.710Z,173117891071000
"""empire @ aBq5jK_dtq"" bets 5.00",2024-11-09T19:01:46.256Z,173117890625600
"""Bowsers @ FoQSktNbW5"" checks",2024-11-09T19:01:39.951Z,173117889995100
"""mcc @ moMEqwgWXu"" checks",2024-11-09T19:01:38.009Z,173117889800900
"Flop:  [7♠, 9♥, 4♠]",2024-11-09T19:01:37.664Z,173117889766400
"""mcc @ moMEqwgWXu"" calls 2.50",2024-11-09T19:01:36.847Z,173117889684700
"""bonky @ lVaYW3fYIC"" folds",2024-11-09T19:01:35.667Z,173117889566700
"""Deamon @ p5lp-8y_RR"" folds",2024-11-09T19:01:32.853Z,173117889285300
"""empire @ aBq5jK_dtq"" calls 2.50",2024-11-09T19:01:31.339Z,173117889133900
"""dEdwards @ 8-rydf_6lZ"" folds",2024-11-09T19:01:25.390Z,173117888539000
"""tty @ 905zne7FBQ"" folds",2024-11-09T19:01:24.464Z,173117888446400
"""jlim @ _4ETjrH0Ke"" folds",2024-11-09T19:01:23.515Z,173117888351500
"""Bowsers @ FoQSktNbW5"" raises to 2.50",2024-11-09T19:01:22.582Z,173117888258200
"""mcc @ moMEqwgWXu"" raises to 1.00",2024-11-09T19:01:18.278Z,173117887827800
"""bonky @ lVaYW3fYIC"" posts a big blind of 0.50",2024-11-09T19:01:16.448Z,173117887644811
"""Deamon @ p5lp-8y_RR"" posts a small blind of 0.25",2024-11-09T19:01:16.448Z,173117887644810
"Player stacks: #2 ""dEdwards @ 8-rydf_6lZ"" (241.04) | #3 ""empire @ aBq5jK_dtq"" (49.25) | #4 ""Deamon @ p5lp-8y_RR"" (56.25) | #5 ""bonky @ lVaYW3fYIC"" (44.25) | #6 ""mcc @ moMEqwgWXu"" (295.65) | #7 ""Bowsers @ FoQSktNbW5"" (93.40) | #8 ""jlim @ _4ETjrH0Ke"" (67.89) | #9 ""tty @ 905zne7FBQ"" (77.27)",2024-11-09T19:01:16.448Z,173117887644801
"-- starting hand #62 (id: yvawee6hh0dl)  (No Limit Texas Hold'em) (dealer: ""empire @ aBq5jK_dtq"") --",2024-11-09T19:01:16.448Z,173117887644800
"-- ending hand #61 --",2024-11-09T19:01:13.384Z,173117887338402
"""mcc @ moMEqwgWXu"" collected 39.75 from pot with A High (combination: A♦, K♦, Q♦, 10♠, 5♣)",2024-11-09T19:01:13.384Z,173117887338401
"""mcc @ moMEqwgWXu"" shows a A♦, K♦.",2024-11-09T19:01:13.384Z,173117887338400
"""Bowsers @ FoQSktNbW5"" checks",2024-11-09T19:01:12.507Z,173117887250700
"""mcc @ moMEqwgWXu"" checks",2024-11-09T19:01:10.803Z,173117887080300
"River: 10♠, Q♦, 2♣, 5♣ [4♠]",2024-11-09T19:01:04.464Z,173117886446400
"""Bowsers @ FoQSktNbW5"" checks",2024-11-09T19:01:03.610Z,173117886361000
"""mcc @ moMEqwgWXu"" checks",2024-11-09T19:01:00.801Z,173117886080100
"Turn: 10♠, Q♦, 2♣ [5♣]",2024-11-09T19:00:56.444Z,173117885644400
"""bonky @ lVaYW3fYIC"" folds",2024-11-09T19:00:55.642Z,173117885564200
"""jlim @ _4ETjrH0Ke"" folds",2024-11-09T19:00:54.723Z,173117885472300
"""Bowsers @ FoQSktNbW5"" calls 8.00",2024-11-09T19:00:51.075Z,173117885107500
"""mcc @ moMEqwgWXu"" bets 8.00",2024-11-09T19:00:48.723Z,173117884872300
"""bonky @ lVaYW3fYIC"" checks",2024-11-09T19:00:43.848Z,173117884384800
"Flop:  [10♠, Q♦, 2♣]",2024-11-09T19:00:42.720Z,173117884272000
"""bonky @ lVaYW3fYIC"" calls 5.75",2024-11-09T19:00:41.863Z,173117884186300
"""Deamon @ p5lp-8y_RR"" folds",2024-11-09T19:00:39.511Z,173117883951100
"""empire @ aBq5jK_dtq"" folds",2024-11-09T19:00:38.562Z,173117883856200
"""dEdwards @ 8-rydf_6lZ"" folds",2024-11-09T19:00:37.399Z,173117883739900
"""tty @ 905zne7FBQ"" folds",2024-11-09T19:00:36.436Z,173117883643600
"""jlim @ _4ETjrH0Ke"" calls 5.75",2024-11-09T19:00:35.441Z,173117883544100
"""Bowsers @ FoQSktNbW5"" calls 5.75",2024-11-09T19:00:30.846Z,173117883084600
"""mcc @ moMEqwgWXu"" raises to 5.75",2024-11-09T19:00:29.187Z,173117882918700
"""bonky @ lVaYW3fYIC"" raises to 1.75",2024-11-09T19:00:20.125Z,173117882012500
"""Deamon @ p5lp-8y_RR"" posts a big blind of 0.50",2024-11-09T19:00:16.300Z,173117881630011
"""empire @ aBq5jK_dtq"" posts a small blind of 0.25",2024-11-09T19:00:16.300Z,173117881630010
"Player stacks: #2 ""dEdwards @ 8-rydf_6lZ"" (241.04) | #3 ""empire @ aBq5jK_dtq"" (49.50) | #4 ""Deamon @ p5lp-8y_RR"" (56.75) | #5 ""bonky @ lVaYW3fYIC"" (50.00) | #6 ""mcc @ moMEqwgWXu"" (269.65) | #7 ""Bowsers @ FoQSktNbW5"" (107.15) | #8 ""jlim @ _4ETjrH0Ke"" (73.64) | #9 ""tty @ 905zne7FBQ"" (77.27)",2024-11-09T19:00:16.300Z,173117881630001
"-- starting hand #61 (id: yl7e4xd97cpg)  (No Limit Texas Hold'em) (dealer: ""dEdwards @ 8-rydf_6lZ"") --",2024-11-09T19:00:16.300Z,173117881630000
"-- ending hand #60 --",2024-11-09T19:00:13.388Z,173117881338802
"""mcc @ moMEqwgWXu"" collected 10.75 from pot",2024-11-09T19:00:13.388Z,173117881338801
"Uncalled bet of 7.75 returned to ""mcc @ moMEqwgWXu""",2024-11-09T19:00:13.388Z,173117881338800
"""Deamon @ p5lp-8y_RR"" folds",2024-11-09T19:00:12.560Z,173117881256000
"""dEdwards @ 8-rydf_6lZ"" folds",2024-11-09T19:00:11.010Z,173117881101000
"""mcc @ moMEqwgWXu"" bets 7.75",2024-11-09T18:59:45.990Z,173117878599000
"""Deamon @ p5lp-8y_RR"" checks",2024-11-09T18:59:34.063Z,173117877406300
"""dEdwards @ 8-rydf_6lZ"" checks",2024-11-09T18:59:32.428Z,173117877242800
"River: 7♣, Q♣, 4♠, 9♣ [4♦]",2024-11-09T18:59:30.886Z,173117877088600
"""dEdwards @ 8-rydf_6lZ"" calls 1.75",2024-11-09T18:59:30.082Z,173117877008200
"""tty @ 905zne7FBQ"" folds",2024-11-09T18:59:25.904Z,173117876590400
"""jlim @ _4ETjrH0Ke"" folds",2024-11-09T18:59:25.009Z,173117876500900
"""mcc @ moMEqwgWXu"" calls 1.75",2024-11-09T18:59:22.760Z,173117876276000
"""Deamon @ p5lp-8y_RR"" bets 1.75",2024-11-09T18:59:20.303Z,173117876030300
"""dEdwards @ 8-rydf_6lZ"" checks",2024-11-09T18:59:12.938Z,173117875293800
"Turn: 7♣, Q♣, 4♠ [9♣]",2024-11-09T18:59:11.198Z,173117875119800
"""tty @ 905zne7FBQ"" checks",2024-11-09T18:59:10.391Z,173117875039100
"""jlim @ _4ETjrH0Ke"" checks",2024-11-09T18:59:09.461Z,173117874946100
"""mcc @ moMEqwgWXu"" checks",2024-11-09T18:59:06.950Z,173117874695000
"""Deamon @ p5lp-8y_RR"" checks",2024-11-09T18:59:01.702Z,173117874170200
"""dEdwards @ 8-rydf_6lZ"" checks",2024-11-09T18:58:59.981Z,173117873998100
"Flop:  [7♣, Q♣, 4♠]",2024-11-09T18:58:58.436Z,173117873843600
"""empire @ aBq5jK_dtq"" folds",2024-11-09T18:58:57.570Z,173117873757000
"""dEdwards @ 8-rydf_6lZ"" calls 1.00",2024-11-09T18:58:54.719Z,173117873471900
"""tty @ 905zne7FBQ"" calls 1.00",2024-11-09T18:58:53.152Z,173117873315200
"""jlim @ _4ETjrH0Ke"" calls 1.00",2024-11-09T18:58:51.027Z,173117873102700
"""Bowsers @ FoQSktNbW5"" folds",2024-11-09T18:58:42.694Z,173117872269400
"""mcc @ moMEqwgWXu"" calls 1.00",2024-11-09T18:58:41.746Z,173117872174600
"""bonky @ lVaYW3fYIC"" folds",2024-11-09T18:58:38.154Z,173117871815400
"""Deamon @ p5lp-8y_RR"" raises to 1.00",2024-11-09T18:58:37.244Z,173117871724400
"""empire @ aBq5jK_dtq"" posts a big blind of 0.50",2024-11-09T18:58:34.412Z,173117871441211
"""dEdwards @ 8-rydf_6lZ"" posts a small blind of 0.25",2024-11-09T18:58:34.412Z,173117871441210
"Player stacks: #2 ""dEdwards @ 8-rydf_6lZ"" (243.79) | #3 ""empire @ aBq5jK_dtq"" (50.00) | #4 ""Deamon @ p5lp-8y_RR"" (59.50) | #5 ""bonky @ lVaYW3fYIC"" (50.00) | #6 ""mcc @ moMEqwgWXu"" (261.65) | #7 ""Bowsers @ FoQSktNbW5"" (107.15) | #8 ""jlim @ _4ETjrH0Ke"" (74.64) | #9 ""tty @ 905zne7FBQ"" (78.27)",2024-11-09T18:58:34.412Z,173117871441201
"-- starting hand #60 (id: l6gv0lfaj4bh)  (No Limit Texas Hold'em) (dealer: ""tty @ 905zne7FBQ"") --",2024-11-09T18:58:34.412Z,173117871441200
"-- ending hand #59 --",2024-11-09T18:58:31.369Z,173117871136903
"""dEdwards @ 8-rydf_6lZ"" shows a 10♦, 3♠.",2024-11-09T18:58:31.369Z,173117871136902
"""Bowsers @ FoQSktNbW5"" collected 11.44 from pot with Two Pair, J's & 6's (combination: J♥, J♠, 6♣, 6♠, A♥)",2024-11-09T18:58:31.369Z,173117871136901
"""Bowsers @ FoQSktNbW5"" shows a 6♣, 6♠.",2024-11-09T18:58:31.369Z,173117871136900
"""Bowsers @ FoQSktNbW5"" checks",2024-11-09T18:58:30.553Z,173117871055300
"""dEdwards @ 8-rydf_6lZ"" checks",2024-11-09T18:58:29.245Z,173117870924500
"River: 4♦, J♥, 3♣, J♠ [A♥]",2024-11-09T18:58:27.253Z,173117870725300
"""Bowsers @ FoQSktNbW5"" checks",2024-11-09T18:58:26.433Z,173117870643300
"""dEdwards @ 8-rydf_6lZ"" checks",2024-11-09T18:58:24.039Z,173117870403900
"Turn: 4♦, J♥, 3♣ [J♠]",2024-11-09T18:58:21.613Z,173117870161300
"""mcc @ moMEqwgWXu"" folds",2024-11-09T18:58:20.781Z,173117870078100
"""dEdwards @ 8-rydf_6lZ"" calls 2.86",2024-11-09T18:58:17.813Z,173117869781300
"""tty @ 905zne7FBQ"" folds",2024-11-09T18:58:15.952Z,173117869595200
"""Bowsers @ FoQSktNbW5"" bets 2.86",2024-11-09T18:58:14.943Z,173117869494300
"""mcc @ moMEqwgWXu"" checks",2024-11-09T18:58:12.494Z,173117869249400
"""dEdwards @ 8-rydf_6lZ"" checks",2024-11-09T18:58:10.245Z,173117869024500
"""tty @ 905zne7FBQ"" checks",2024-11-09T18:58:04.523Z,173117868452300
"Flop:  [4♦, J♥, 3♣]",2024-11-09T18:58:02.373Z,173117868237300
"""dEdwards @ 8-rydf_6lZ"" calls 1.43",2024-11-09T18:58:01.561Z,173117868156100
"""tty @ 905zne7FBQ"" calls 1.43",2024-11-09T18:57:58.021Z,173117867802100
"""jlim @ _4ETjrH0Ke"" folds",2024-11-09T18:57:55.791Z,173117867579100
"""Bowsers @ FoQSktNbW5"" calls 1.43",2024-11-09T18:57:54.821Z,173117867482100
"""mcc @ moMEqwgWXu"" raises to 1.43",2024-11-09T18:57:49.720Z,173117866972000
"""bonky @ lVaYW3fYIC"" folds",2024-11-09T18:57:43.842Z,173117866384200
"""Deamon @ p5lp-8y_RR"" folds",2024-11-09T18:57:42.950Z,173117866295000
"""empire @ aBq5jK_dtq"" folds",2024-11-09T18:57:40.965Z,173117866096500
"""dEdwards @ 8-rydf_6lZ"" posts a big blind of 0.50",2024-11-09T18:57:38.822Z,173117865882212
"""tty @ 905zne7FBQ"" posts a small blind of 0.25",2024-11-09T18:57:38.822Z,173117865882211
"Player stacks: #2 ""dEdwards @ 8-rydf_6lZ"" (248.08) | #3 ""empire @ aBq5jK_dtq"" (50.00) | #4 ""Deamon @ p5lp-8y_RR"" (59.50) | #5 ""bonky @ lVaYW3fYIC"" (50.00) | #6 ""mcc @ moMEqwgWXu"" (263.08) | #7 ""Bowsers @ FoQSktNbW5"" (100.00) | #8 ""jlim @ _4ETjrH0Ke"" (74.64) | #9 ""tty @ 905zne7FBQ"" (79.70)",2024-11-09T18:57:38.822Z,173117865882202
"-- starting hand #59 (id: kjvcsywc7a8r)  (No Limit Texas Hold'em) (dealer: ""jlim @ _4ETjrH0Ke"") --",2024-11-09T18:57:38.822Z,173117865882201
"The player ""Bowsers @ FoQSktNbW5"" joined the game with a stack of 100.00.",2024-11-09T18:57:38.822Z,173117865882200
"-- ending hand #58 --",2024-11-09T18:57:35.885Z,173117865588502
"""jlim @ _4ETjrH0Ke"" collected 3.00 from pot",2024-11-09T18:57:35.885Z,173117865588501
"Uncalled bet of 1.50 returned to ""jlim @ _4ETjrH0Ke""",2024-11-09T18:57:35.885Z,173117865588500
"""tty @ 905zne7FBQ"" folds",2024-11-09T18:57:35.008Z,173117865500800
"""jlim @ _4ETjrH0Ke"" bets 1.50",2024-11-09T18:57:30.929Z,173117865092900
"Turn: 3♠, 9♣, 5♦ [10♣]",2024-11-09T18:57:27.317Z,173117864731700
"""tty @ 905zne7FBQ"" checks",2024-11-09T18:57:26.492Z,173117864649200
"""jlim @ _4ETjrH0Ke"" checks",2024-11-09T18:57:25.470Z,173117864547000
"The admin approved the player ""Bowsers @ FoQSktNbW5"" participation with a stack of 100.00.",2024-11-09T18:57:23.058Z,173117864305800
"Flop:  [3♠, 9♣, 5♦]",2024-11-09T18:57:22.110Z,173117864211000
"""tty @ 905zne7FBQ"" calls 1.50",2024-11-09T18:57:21.272Z,173117864127200
"""jlim @ _4ETjrH0Ke"" raises to 1.50",2024-11-09T18:57:16.733Z,173117863673300
"""mcc @ moMEqwgWXu"" folds",2024-11-09T18:57:11.430Z,173117863143000
"""bonky @ lVaYW3fYIC"" folds",2024-11-09T18:57:10.489Z,173117863048900
"""Deamon @ p5lp-8y_RR"" folds",2024-11-09T18:57:05.122Z,173117862512200
"""empire @ aBq5jK_dtq"" folds",2024-11-09T18:57:04.214Z,173117862421400
"""dEdwards @ 8-rydf_6lZ"" folds",2024-11-09T18:57:00.903Z,173117862090300
"""tty @ 905zne7FBQ"" posts a big blind of 0.50",2024-11-09T18:56:57.441Z,173117861744111
"""jlim @ _4ETjrH0Ke"" posts a small blind of 0.25",2024-11-09T18:56:57.441Z,173117861744110
"Player stacks: #2 ""dEdwards @ 8-rydf_6lZ"" (248.08) | #3 ""empire @ aBq5jK_dtq"" (50.00) | #4 ""Deamon @ p5lp-8y_RR"" (59.50) | #5 ""bonky @ lVaYW3fYIC"" (50.00) | #6 ""mcc @ moMEqwgWXu"" (263.08) | #8 ""jlim @ _4ETjrH0Ke"" (73.14) | #9 ""tty @ 905zne7FBQ"" (81.20)",2024-11-09T18:56:57.441Z,173117861744102
